X Coordinate,Y Coordinate,Z Coordinate,Combination,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
48.0,-35.368,0.0,23 (Final) STR11.21-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.878506841088944,0.138579687277352,148.288347233249,0.0,0.0,-1.78771310450722e-05
48.0,-35.368,0.0,24 (Final) STR11.22-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.877068115096561,0.173328499630887,144.695035975403,0.0,0.0,-1.91723187587604e-05
48.0,-35.368,0.0,25 (Final) STR11.23-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.896967720852591,0.419966690789029,137.132540535975,0.0,0.0,-2.6751877529546e-05
48.0,-35.368,0.0,26 (Final) STR11.24-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.895528994859854,0.45471550314329,133.539229278128,0.0,0.0,-2.80470652432412e-05
48.0,-35.368,0.0,27 (Final) STR11.25-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.785336104682078,0.34265954272411,138.014540396118,0.0,0.0,-2.01026735696305e-05
48.0,-35.368,0.0,28 (Final) STR11.26-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.05256748729913,-1.19430156481931,134.531373194586,0.0,0.0,7.47695680805743e-06
48.0,-35.368,0.0,29 (Final) STR11.27-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0784522222263254,-1.04586287921265,133.585254843688,0.0,0.0,8.60386390635358e-06
48.0,-35.368,0.0,30 (Final) STR11.28-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0778400615643341,-0.806474732913981,119.164743409199,0.0,0.0,-4.75156275949339e-06
48.0,-35.368,0.0,31 (Final) STR11.29-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.103724796491529,-0.65803604730733,118.218625058301,0.0,0.0,-3.6246556611972e-06
48.0,-35.368,0.0,32 (Final) STR11.30-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0951637454814891,-0.723113498042083,124.408123662369,0.0,0.0,1.40525821267328e-06
48.0,-35.368,0.0,33 (Final) STR11.31-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.11352251486954,0.155722822488039,138.529938799767,0.0,0.0,8.69731358527048e-05
